"ID","x","y"
1,1.28186383950524,0.29345334752519
2,1.10500626256689,0.347493081574469
3,1.52294019390829,0.223480116547363
4,1.56798937325366,0.233975754022088
5,1.27618518904783,0.28934055841573
6,1.15415097915102,0.278501957080541
7,1.40347436177544,0.258665853986273
8,1.58565445956774,0.234954090958049
9,1.22312483426649,0.284381887358437
10,1.14048296518158,0.337348526312155
11,1.13441925952211,0.33157590117651
12,1.41097496917937,0.256893903540082
13,1.32542771918233,0.246431473667498
14,1.58805878474377,0.235268401830428
15,1.43106664358638,0.247296365364989
16,1.45761593736243,0.25654913879993
17,1.23187391695101,0.257293190361582
18,1.29921511504799,0.275783570781309
19,1.43386281237472,0.274433867058602
20,1.1336975553073,0.315248076851377
21,1.58520165320952,0.232154159368463
22,1.13035190841183,0.325745889036185
23,1.25584854583722,0.290665757678104
24,1.47364089069888,0.265546206784312
25,1.36097532338463,0.276110400121491
26,1.3707009781152,0.245465450868274
27,1.12146498765796,0.331379539015005
28,1.47364550528582,0.243528960962824
29,1.14074903286528,0.350986001474742
30,1.11846105721779,0.300780152104922
31,1.25391382039525,0.291005779506071
32,1.28080405110959,0.269517200219447
33,1.34183970573358,0.252048730922151
34,1.41257567577995,0.265883697894065
35,1.37878825680818,0.255457662054468
36,1.15646748596337,0.304238371360534
37,1.22632497656159,0.308998125329981
38,1.25941067412496,0.274291629946166
39,1.57976300911978,0.242435932179653
40,1.30236362121068,0.317449433530742
41,1.46244874959812,0.243014385903899
42,1.28248987128027,0.314878741286384
43,1.3610393287614,0.261840746296548
44,1.54132502085995,0.222785750905126
45,1.41472238490824,0.263810962756089
46,1.14649895208422,0.338994929553828
47,1.24126726030372,0.305255992385516
48,1.41228373444173,0.27122726107476
49,1.29454605970532,0.273860372663194
50,1.13731043066364,0.315580823030531
51,1.15965874833055,0.328286391676386
52,1.42597940135747,0.28730886703528
53,1.4732787828194,0.250994190821402
54,1.27807754140813,0.304750098424921
55,1.23236842560582,0.281214585048968
56,1.14417025577277,0.347424095749057
57,1.22705054169055,0.279051324404343
58,1.1368892303668,0.303767934593852
59,1.35837836950086,0.273681068651257
60,1.59602307775058,0.225488437945975
61,1.36179044588935,0.267641590535868
